"Sequence","Country Code","Geographic Area","Reference Date","Population Subgroup","Subpop Code","Sex","Age","Source ID","Comments","Data Type","Country","Author","Year","Title","Publication Information","Virus Type","NO_CASES","NO_DEATHS","PREV_RATE","INC_RATE","Specimen Type","Test Type","SAMPSIZE"
"20","TH","National","1995","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","915","0","-1.00","N/A","","","-1"
"21","TH","National","1996","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","1,208","0","-1.00","N/A","","","-1"
"23","TH","National","1998","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","1,145","0","-1.00","N/A","","","-1"
"25","TH","National","2000","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","907","0","-1.00","N/A","","","-1"
"27","TH","National","2002","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","363","0","-1.00","N/A","","","-1"
"28","TH","National","2003","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","316","0","-1.00","N/A","","","-1"
"32","TH","National","1984-2003","Pediatric AIDS cases - new","C","B","ALL","W0388","Age range 0-14 yrs.  Distribution by age is provided.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","11,172","0","-1.00","N/A","","","-1"
"30","TH","National","2005","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","153","0","-1.00","N/A","","","-1"
"31","TH","National","2006","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","82","0","-1.00","N/A","","","-1"
"36","TH","National","2004","Pediatric AIDS cases - new","C","B","ALL","W0388","Age range 0-14 yrs.  Distribution by age is provided.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","932","0","-1.00","N/A","","","-1"
"44","TH","National","2006","Pediatric AIDS cases - new","C","B","ALL","W0388","Age range 0-14 yrs.  Distribution by age is provided.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","263","0","-1.00","N/A","","","-1"
"66","TH","National","2004","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 11 July 04.","R","Thailand","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","235,857","0","-1.00","N/A","","","-1"
"60","TH","National","1988","Cumulative AIDS cases","O","B","ALL","W0013","Reported as of 1 July 88.","R","Thailand","World Health Organization",1988,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 2, no. 6, pp. 487-490.","AIDS","8","0","-1.00","N/A","","","-1"
"28","TH","National","1991","Cumulative AIDS cases","O","B","ALL","W0058","Reported as of 31 Oct. 91.","R","Thailand","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 2, pp. 231-234.","AIDS","179","0","-1.00","N/A","","","-1"
"18","TH","National","1993","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","461","0","-1.00","N/A","","","-1"
"106","TH","National","2001","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 13 Oct. 01.","R","Thailand","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","188,117","0","-1.00","N/A","","","-1"
"22","TH","National","1997","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","1,250","0","-1.00","N/A","","","-1"
"82","TH","National","1999","Cumulative AIDS cases","O","B","ALL","W0155","Reported as of 31 Oct. 99.","R","Thailand","World Health Organization",2000,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 12, no. 2, pp. 239-248.","AIDS","128,606","0","-1.00","N/A","","","-1"
"30","TH","National","1991","Cumulative AIDS cases","O","B","ALL","W0054","Reported as of 25 July 91.","R","Thailand","World Health Organization",1991,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 3, no. 4, pp. 481-484.","AIDS","119","0","-1.00","N/A","","","-1"
"10","TH","National","1991","Cumulative AIDS cases","O","B","ALL","W0052","Reported as of 15 Apr. 91.","R","Thailand","World Health Organization",1991,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 3, no. 3, pp. 349-352.","AIDS","106","0","-1.00","N/A","","","-1"
"55","TH","National","1998","Cumulative AIDS cases","O","B","ALL","W0144","Reported as of 31 Aug. 98.","R","Thailand","World Health Organization",1999,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 11, no. 2, pp. 254-264.","AIDS","88,403","0","-1.00","N/A","","","-1"
"23","TH","National","1991","Cumulative AIDS cases","O","B","ALL","W0047","Reported as of 28 Feb. 91.","R","Thailand","World Health Organization",1991,"Statistics from the who and the Centers for Disease Control","AIDS, 5(6):785-790.","AIDS","94","0","-1.00","N/A","","","-1"
"84","TH","National","1998","Cumulative AIDS cases","O","B","ALL","W0139","Reported as of 31 Mar. 98.","R","Thailand","World Health Organization",1998,"UNAIDS/WHO Global AIDS Statistics","AIDS Care, vol. 10, no. 5, pp. 643-646.","AIDS","83,357","0","-1.00","N/A","","","-1"
"19","TH","National","1990","Cumulative AIDS cases","O","B","ALL","W0046","Reported as of 30 Sept. 90.","R","Thailand","World Health Organization",1991,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 5, no. 3, pp. 349-350.","AIDS","69","0","-1.00","N/A","","","-1"
"24","TH","National","1999","Pediatric AIDS cases","C","B","ALL","W0388","PMTCT.  Age range 0-4 yrs.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","1,061","0","-1.00","N/A","","","-1"
"71","TH","National","1997","Cumulative AIDS cases","O","B","ALL","W0133","Reported as of 30 Apr. 97.","R","Thailand","World Health Organization",1997,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 9, no. 5, pp. 625-632.","AIDS","59,782","0","-1.00","N/A","","","-1"
"74","TH","National","1996","Cumulative AIDS cases","O","B","ALL","W0130","Reported as of 10 Apr. 96.","R","Thailand","World Health Organization",1997,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 9, no. 2, pp. 251-255.","AIDS","44,471","0","-1.00","N/A","","","-1"
"36","TH","National","1990","Cumulative AIDS cases","O","B","ALL","W0042","Reported as of 15 Mar. 90.","R","Thailand","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 6, pp. 605-606.","AIDS","37","0","-1.00","N/A","","","-1"
"54","TH","National","1986","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Thailand","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","0","0","-1.00","N/A","","","-1"
"55","TH","National","1985","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Thailand","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","4","0","-1.00","N/A","","","-1"
"56","TH","National","1984","AIDS cases","O","B","ALL","W0001","Calendar year data.","R","Thailand","World Health Organization",1987,"AIDS Cases Reported to WHO as of 10-June-87","Data.","AIDS","2","0","-1.00","N/A","","","-1"
"40","TH","National","2005","Pediatric AIDS cases - new","C","B","ALL","W0388","Age range 0-14 yrs.  Distribution by age is provided.","R","Thailand","Wongkongkathep, S.",2009,"Comparison of Using PMTCT and HIV Sentinel Data to Reflect HIV Epidemic in Thailand","2nd Global HIV/AIDS Surveillance Meeting, Bangkok, Thailand, 3/2-5, Tuesday Session VIIB, presentation no. 2.","AIDS","514","0","-1.00","N/A","","","-1"
"26","TH","National","1989","Cumulative AIDS cases","O","B","ALL","W0041","Reported as of 30 Nov. 89.","R","Thailand","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 3, pp. 277-278.","AIDS","32","0","-1.00","N/A","","","-1"
"122","TH","National","1995","Cumulative AIDS cases","O","B","ALL","W0104","Reported as of 22 Nov. 95.","R","Thailand","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, December 15, document.","AIDS","22,135","0","-1.00","N/A","","","-1"
"1","TH","National","1999","Cumulative AIDS cases","O","B","ALL","T0198","Reported as of 31 Oct. 99.  101,184 males, 27,422 females & 64 unknown sex.  Included children.  Distribution by sex, age, group, & year is provided.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","128,606","0","-1.00","N/A","","","-1"
"2","TH","National","1989","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","39","0","-1.00","N/A","","","-1"
"3","TH","National","1990","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","107","0","-1.00","N/A","","","-1"
"4","TH","National","1991","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","453","0","-1.00","N/A","","","-1"
"5","TH","National","1992","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","1,466","0","-1.00","N/A","","","-1"
"30","TH","National","1990","Cumulative AIDS cases","O","B","ALL","W0040","Reported as of 15 June 90.","R","Thailand","World Health Organization",1990,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 4, no. 9, pp. 937-941.","AIDS","45","0","-1.00","N/A","","","-1"
"6","TH","National","1993","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","5,713","0","-1.00","N/A","","","-1"
"7","TH","National","1994","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","12,807","0","-1.00","N/A","","","-1"
"83","TH","National","1995","Cumulative AIDS cases","O","B","ALL","W0101","Reported as of 30 Apr. 95.","R","Thailand","World Health Organization",1995,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, July 3, document.","AIDS","19,095","0","-1.00","N/A","","","-1"
"8","TH","National","1995","AIDS cases","O","B","ALL","T0198","Calendar year data.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","18,890","0","-1.00","N/A","","","-1"
"9","TH","National","1996","AIDS cases","O","B","ALL","T0198","Calendar year data.  Distribution by sex, age, & group is provided in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","23,664","0","-1.00","N/A","","","-1"
"10","TH","National","1997","AIDS cases","O","B","ALL","T0198","Calendar year data.  Distribution by sex, age, & group is provided in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","26,000","0","-1.00","N/A","","","-1"
"11","TH","National","1998","AIDS cases","O","B","ALL","T0198","Calendar year data.  Distribution by sex, age, & group is provided in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","25,847","0","-1.00","N/A","","","-1"
"12","TH","National","1999","AIDS cases","O","B","ALL","T0198","Jan. - Oct. 99.  Distribution by sex & age is given in text.","R","Thailand","Thailand Ministry of Public Health",1999,"Reported AIDS Cases","UNAIDS/WHO Epidemiological Fact Sheet, tables.","AIDS","13,601","0","-1.00","N/A","","","-1"
"101","TI","National","2004","Cumulative AIDS cases","O","B","ALL","W0215","Reported as of 30 Aug. 04.","R","Tajikistan","World Health Organization",2004,"Epidemiological Fact Sheets on HIV/AIDS and Sexually Transmitted Infections","UNAIDS/WHO Epidemiological Fact Sheets, 2004 update, page 6, online document.","AIDS","1","0","-1.00","N/A","","","-1"
"165","TI","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 22 Oct. 02.","R","Tajikistan","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","0","0","-1.00","N/A","","","-1"
"56","TK","National","1993","Cumulative AIDS cases","O","B","ALL","W0087","Reported as of 30 Sept. 93.","R","Turks and Caicos Islands","World Health Organization",1994,"The Current Global Situation of the HIV/AIDS Pandemic","Global Programme on AIDS, January 4, document.","AIDS","39","0","-1.00","N/A","","","-1"
"45","TK","National","1988","Cumulative AIDS cases","O","B","ALL","W0032","Reported as of 31 Dec. 88.","R","Turks and Caicos Islands","World Health Organization",1989,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 3, no. 6, pp. 405-406.","AIDS","7","0","-1.00","N/A","","","-1"
"38","TK","National","1988","Cumulative AIDS cases","O","B","ALL","W0017","Reported as of 30 June 88.","R","Turks and Caicos Islands","World Health Organization",1989,"Acquired Immunodeficiency Syndrome (AIDS)","Weekly Epidemiology Record, March 3, vol. 64, no. 9, pp. 61-68.","AIDS","5","0","-1.00","N/A","","","-1"
"67","TK","National","1992","Cumulative AIDS cases","O","B","ALL","W0072","Reported as of 10 Dec. 92.","R","Turks and Caicos Islands","World Health Organization",1993,"World Health Organization Global AIDS Statistics","AIDS, vol. 5, no. 1, pp. 125-128.","AIDS","25","0","-1.00","N/A","","","-1"
"86","TK","National","1987","Cumulative AIDS cases","O","B","ALL","W0013","Reported as of 31 Dec. 87.","R","Turks and Caicos Islands","World Health Organization",1988,"Statistics from the WHO and the Centers for Disease Control","AIDS, vol. 2, no. 6, pp. 487-490.","AIDS","5","0","-1.00","N/A","","","-1"
"47","TK","National","1991","Cumulative AIDS cases","O","B","ALL","W0058","Reported as of 31 Dec. 91.","R","Turks and Caicos Islands","World Health Organization",1992,"World Health Organization Global AIDS Statistics","AIDS Care, vol. 4, no. 2, pp. 231-234.","AIDS","21","0","-1.00","N/A","","","-1"
"77","TK","National","2002","Cumulative AIDS cases","O","B","ALL","W0197","Reported as of 21 Oct. 02.","R","Turks and Caicos Islands","World Health Organization",2002,"Global Situation of the AIDS Pandemic, End 2002","Weekly Epidemiological Record, December 6, vol. 77, no. 49, pp. 417-424.","AIDS","39","0","-1.00","N/A","","","-1"
