"type","region","district","ward","village","population","in shapefile"
"ward","Kagera","Bukoba","Izimbya","",10054,"n"
"village","Kagera","Bukoba","Izimbya","Butulage",4657,"n"
"village","Kagera","Bukoba","Izimbya","Izimbya",5397,"n"
"ward","Kagera","Bukoba","Butulage","",10049,"n"
"village","Kagera","Bukoba","Butulage","Kyaitoke",6173,"n"
"village","Kagera","Bukoba","Butulage","Rugaze",3876,"n"
"ward","Kagera","Bukoba","Ruhunga","",10155,"n"
"village","Kagera","Bukoba","Ruhunga","Kihumulo",6206,"n"
"village","Kagera","Bukoba","Ruhunga","Ruhunga",3949,"n"
"ward","Kagera","Bukoba","Mugajwale","",10381,"n"
"village","Kagera","Bukoba","Mugajwale","Kobunshwi",4913,"n"
"village","Kagera","Bukoba","Mugajwale","Mugajwale",5468,"n"
"ward","Kagera","Bukoba","Kyamulaile","",13478,"n"
"village","Kagera","Bukoba","Kyamulaile","Omukihisi",2339,"n"
"village","Kagera","Bukoba","Kyamulaile","Kyamulaile",6140,"n"
"village","Kagera","Bukoba","Kyamulaile","Mashule",4999,"n"
"ward","Kagera","Bukoba","Katoro","",13648,"n"
"village","Kagera","Bukoba","Katoro","Musira",2604,"n"
"village","Kagera","Bukoba","Katoro","Ngarama",3909,"n"
"village","Kagera","Bukoba","Katoro","Katoro",4907,"n"
"village","Kagera","Bukoba","Katoro","Ruhoro",2228,"n"
"ward","Kagera","Bukoba","Kaibanja","",13905,"n"
"village","Kagera","Bukoba","Kaibanja","Kazinga",3011,"n"
"village","Kagera","Bukoba","Kaibanja","Kaibanja",4362,"n"
"village","Kagera","Bukoba","Kaibanja","Kiijongo",3598,"n"
"village","Kagera","Bukoba","Kaibanja","Nyakigando",2934,"n"
"ward","Kagera","Bukoba","Kasharu","",7764,"n"
"village","Kagera","Bukoba","Kasharu","Butainamwa",2644,"n"
"village","Kagera","Bukoba","Kasharu","Kasharu",3077,"n"
"village","Kagera","Bukoba","Kasharu","Kabajuga",2043,"n"
"ward","Kagera","Bukoba","Kishogo","",9248,"n"
"village","Kagera","Bukoba","Kishogo","Kashule",3432,"n"
"village","Kagera","Bukoba","Kishogo","Kishogo",3307,"n"
"village","Kagera","Bukoba","Kishogo","Ntoija",2509,"n"
"district","Kagera","Muleba","","",540310,"n"
"ward","Kagera","Muleba","Muhutwe","",11491,"y"
"village","Kagera","Muleba","Muhutwe","Bisore",3258,"n"
"village","Kagera","Muleba","Muhutwe","Nyakashenye",2839,"n"
"village","Kagera","Muleba","Muhutwe","Bukoki",2196,"n"
"village","Kagera","Muleba","Muhutwe","Kangantebe",3198,"n"
"ward","Kagera","Muleba","Mayondwe","",7216,"y"
"village","Kagera","Muleba","Mayondwe","Mayondwe",3979,"n"
"village","Kagera","Muleba","Mayondwe","Bugasha",3237,"n"
"ward","Kagera","Muleba","Goziba","",3578,"y"
"village","Kagera","Muleba","Goziba","Goziba",3578,"n"
"village","Kagera","Muleba","Goziba","Kerebe",3101,"n"
"village","Kagera","Muleba","Goziba","Makibwa",1060,"n"
"village","Kagera","Muleba","Goziba","Kerebe",2041,"n"
"ward","Kagera","Muleba","Kimwani","",20161,"y"
"village","Kagera","Muleba","Kimwani","Ruteme",4058,"n"
"village","Kagera","Muleba","Kimwani","Kaguramo",2596,"n"
"village","Kagera","Muleba","Kimwani","Kyota",5820,"n"
"village","Kagera","Muleba","Kimwani","Kiziramuyaga",6609,"n"
"village","Kagera","Muleba","Kimwani","Msalala",1078,"n"
"ward","Kagera","Muleba","Nyakabango","",15424,"y"
"village","Kagera","Muleba","Nyakabango","Kangaza",3515,"n"
"village","Kagera","Muleba","Nyakabango","Katembe",3370,"n"
"village","Kagera","Muleba","Nyakabango","Nyakabango",5379,"n"
"village","Kagera","Muleba","Nyakabango","Nsambya",3160,"n"
"ward","Kagera","Muleba","Kyebitembe","",25460,"y"
"village","Kagera","Muleba","Kyebitembe","Kagasha",4438,"n"
"village","Kagera","Muleba","Kyebitembe","Bihata",4424,"n"
"village","Kagera","Muleba","Kyebitembe","Kisana",6258,"n"
"village","Kagera","Muleba","Kyebitembe","Nyamilanda",6621,"n"
"village","Kagera","Muleba","Kyebitembe","Kasindaga",3719,"n"
"ward","Kagera","Muleba","Karambi","",19059,"y"
"village","Kagera","Muleba","Karambi","Kiguzi",3799,"n"
"village","Kagera","Muleba","Karambi","Karambi",3163,"n"
"village","Kagera","Muleba","Karambi","Itunzi",6000,"n"
"village","Kagera","Muleba","Karambi","Kashalala",6097,"n"
"ward","Kagera","Muleba","Mubunda","",16724,"y"
"village","Kagera","Muleba","Mubunda","Kangoma",2110,"n"
"village","Kagera","Muleba","Mubunda","Nyakashenyi",1486,"n"
"village","Kagera","Muleba","Mubunda","Kitoko",3402,"n"
"village","Kagera","Muleba","Mubunda","Kishoju",2646,"n"
"village","Kagera","Muleba","Mubunda","Kyaibumba",3267,"n"
"village","Kagera","Muleba","Mubunda","Bweyenza",3813,"n"
"ward","Kagera","Muleba","Bisheke","",17665,"y"
"village","Kagera","Muleba","Bisheke","Kiyebe",3282,"n"
"village","Kagera","Muleba","Bisheke","Milanda",4569,"n"
"village","Kagera","Muleba","Bisheke","Bisheke",4058,"n"
"village","Kagera","Muleba","Bisheke","Mujunwa",5756,"n"
"ward","Kagera","Muleba","Burungura","",13354,"y"
"village","Kagera","Muleba","Burungura","Kakoma",6184,"n"
"village","Kagera","Muleba","Burungura","Burungura",2929,"n"
"village","Kagera","Muleba","Burungura","Bihanga",4241,"n"
"ward","Kagera","Muleba","Ijumbi","",13178,"y"
"village","Kagera","Muleba","Ijumbi","Nshambya",3037,"n"
"village","Kagera","Muleba","Ijumbi","Ruhija",1837,"n"
"village","Kagera","Muleba","Ijumbi","Rubao",2481,"n"
"village","Kagera","Muleba","Ijumbi","Ijumbi",2512,"n"
"village","Kagera","Muleba","Ijumbi","Ibare",3311,"n"
"ward","Kagera","Muleba","Kishanda","",17753,"y"
"village","Kagera","Muleba","Kishanda","Kabulala",4349,"n"
"village","Kagera","Muleba","Kishanda","Kishanda",3789,"n"
"village","Kagera","Muleba","Kishanda","Ihunga",4460,"n"
"village","Kagera","Muleba","Kishanda","Mulela",5155,"n"
"ward","Kagera","Muleba","Buganguzi","",10562,"y"
"village","Kagera","Muleba","Buganguzi","Bushemba",3044,"n"
"village","Kagera","Muleba","Buganguzi","Kashozi",2244,"n"
"village","Kagera","Muleba","Buganguzi","Katare",2122,"n"
"village","Kagera","Muleba","Buganguzi","Buhanga",3152,"n"
"ward","Kagera","Muleba","Ibuga","",12730,"y"
"village","Kagera","Muleba","Ibuga","Rutenge",1936,"n"
"village","Kagera","Muleba","Ibuga","Rwanda",3647,"n"
"village","Kagera","Muleba","Ibuga","Bunywambele",3960,"n"
"village","Kagera","Muleba","Ibuga","Bulembo",3187,"n"
"ward","Kagera","Muleba","Bulyakashaju","",9951,"y"
"village","Kagera","Muleba","Bulyakashaju","Kizinga",2677,"n"
"village","Kagera","Muleba","Bulyakashaju","Rugando",3723,"n"
"village","Kagera","Muleba","Bulyakashaju","Nyakahama",3551,"n"
"ward","Kagera","Muleba","Kamachumu","",17567,"y"
"village","Kagera","Muleba","Kamachumu","Irogelo",3987,"n"
"village","Kagera","Muleba","Kamachumu","Kafunjo",2795,"n"
"village","Kagera","Muleba","Kamachumu","Bulamula",4077,"n"
"village","Kagera","Muleba","Kamachumu","Bushagara",3637,"n"
"village","Kagera","Muleba","Kamachumu","Kamachumu",3071,"n"
"ward","Kagera","Muleba","Ruhanga","",7518,"y"
"village","Kagera","Muleba","Ruhanga","Makongora",3925,"n"
"village","Kagera","Muleba","Ruhanga","Malele",1783,"n"
"village","Kagera","Muleba","Ruhanga","Ruhanga",1810,"n"
"ward","Kagera","Muleba","Mafumbo","",5445,"y"
"village","Kagera","Muleba","Mafumbo","Kashenge",1543,"n"
"village","Kagera","Muleba","Mafumbo","Buyego",2081,"n"
"village","Kagera","Muleba","Mafumbo","Mafumbo",1821,"n"
"district","Kagera","Biharamulo","","",323486,"n"
"ward","Kagera","Biharamulo","Kabindi","",25312,"y"
"village","Kagera","Biharamulo","Kabindi","Kagondo",6875,"n"
"village","Kagera","Biharamulo","Kabindi","Rusese",2249,"n"
"village","Kagera","Biharamulo","Kabindi","Rwekubo",3544,"n"
"village","Kagera","Biharamulo","Kabindi","Kikomakoma",4872,"n"
"village","Kagera","Biharamulo","Kabindi","Chebitoke",3704,"n"
"village","Kagera","Biharamulo","Kabindi","Kabindi",4068,"n"
"ward","Kagera","Biharamulo","Nyamigogo","",15583,"y"
"village","Kagera","Biharamulo","Nyamigogo","Kagoma",6354,"n"
"village","Kagera","Biharamulo","Nyamigogo","Nyamigogo",5516,"n"
"village","Kagera","Biharamulo","Nyamigogo","Kasozibakaya",3713,"n"
"ward","Kagera","Biharamulo","Nyabusozi","",23988,"y"
"village","Kagera","Biharamulo","Nyabusozi","Isambara",3860,"n"
"village","Kagera","Biharamulo","Nyabusozi","Mbindi",4359,"n"
"village","Kagera","Biharamulo","Nyabusozi","Kaperanono",2407,"n"
"village","Kagera","Biharamulo","Nyabusozi","Nyabusozi",13362,"n"
"ward","Kagera","Biharamulo","Nemba","",20189,"y"
"village","Kagera","Biharamulo","Nemba","Nemba",11749,"n"
"village","Kagera","Biharamulo","Nemba","Kaluguyu",2889,"n"
"village","Kagera","Biharamulo","Nemba","Kisenga",5551,"n"
"ward","Kagera","Biharamulo","Lusahunga","",37234,"y"
"village","Kagera","Biharamulo","Lusahunga","Nyakanazi",13443,"n"
"village","Kagera","Biharamulo","Lusahunga","Kabale",2427,"n"
"village","Kagera","Biharamulo","Lusahunga","Lusahunga",7820,"n"
"village","Kagera","Biharamulo","Lusahunga","Kikoma",8587,"n"
"village","Kagera","Biharamulo","Lusahunga","Nyambale",4957,"n"
"ward","Kagera","Biharamulo","Kaniha","",19525,"y"
"village","Kagera","Biharamulo","Kaniha","Mavota",6259,"n"
"village","Kagera","Biharamulo","Kaniha","Mkunkwa",4428,"n"
"village","Kagera","Biharamulo","Kaniha","Mubaba",2633,"n"
"village","Kagera","Biharamulo","Kaniha","Kaniha",3966,"n"
"village","Kagera","Biharamulo","Kaniha","Mpago",2239,"n"
"ward","Kagera","Biharamulo","Nyantakara","",16370,"y"
"village","Kagera","Biharamulo","Nyantakara","Mgela",6038,"n"
"village","Kagera","Biharamulo","Nyantakara","Nyantakara",4278,"n"
"village","Kagera","Biharamulo","Nyantakara","Nyakayenze",2629,"n"
"village","Kagera","Biharamulo","Nyantakara","Kasilo",3425,"n"
"ward","Kagera","Biharamulo","Kalenge","",34147,"y"
"village","Kagera","Biharamulo","Kalenge","Nyakafundikwa",2594,"n"
"village","Kagera","Biharamulo","Kalenge","Kasato",3278,"n"
"village","Kagera","Biharamulo","Kalenge","Ruganzu",5596,"n"
"village","Kagera","Biharamulo","Kalenge","Rusenga",6373,"n"
"village","Kagera","Biharamulo","Kalenge","Nyamigere",3635,"n"
"village","Kagera","Biharamulo","Kalenge","Kalenge",5663,"n"
"village","Kagera","Biharamulo","Kalenge","Msekwa",2603,"n"
"village","Kagera","Biharamulo","Kalenge","Ntumagu",4405,"n"
"district","Kagera","Ngara","","",320056,"n"
"ward","Kagera","Ngara","Rusumo","",12925,"y"
"village","Kagera","Ngara","Rusumo","Rusumo",7211,"n"
"village","Kagera","Ngara","Rusumo","Kasharazi",5714,"n"
"ward","Kagera","Ngara","Nyakisasa","",19211,"y"
"village","Kagera","Ngara","Nyakisasa","Kumugamba",4065,"n"
"village","Kagera","Ngara","Nyakisasa","Nyamahwa",9183,"n"
"village","Kagera","Ngara","Nyakisasa","Kashinga",5963,"n"
"ward","Kagera","Ngara","Rulenge","",17313,"y"
"village","Kagera","Ngara","Rulenge","Munjebwe",2812,"n"
"village","Kagera","Ngara","Rulenge","Rulenge",11444,"n"
"village","Kagera","Ngara","Rulenge","Muyenzi",3057,"n"
"ward","Kagera","Ngara","Keza","",9525,"y"
"village","Kagera","Ngara","Keza","Kazingati",4787,"n"
"village","Kagera","Ngara","Keza","Keza",4738,"n"
"ward","Kagera","Ngara","Murusagamba","",18093,"y"
"village","Kagera","Ngara","Murusagamba","Kumubuga",2158,"n"
"village","Kagera","Ngara","Murusagamba","Ntanga",3504,"n"
"village","Kagera","Ngara","Murusagamba","Murusagamba",4855,"n"
"village","Kagera","Ngara","Murusagamba","Magamba",3409,"n"
"village","Kagera","Ngara","Murusagamba","Murubanga",4167,"n"
"ward","Kagera","Ngara","Muganza","",15000,"y"
"village","Kagera","Ngara","Muganza","Mukubu",5727,"n"
"village","Kagera","Ngara","Muganza","Mukalinzi",5255,"n"
"village","Kagera","Ngara","Muganza","Muganza",4018,"n"
"ward","Kagera","Ngara","Bugarama","",28718,"y"
"village","Kagera","Ngara","Bugarama","Rwinyana",5398,"n"
"village","Kagera","Ngara","Bugarama","Bugarama",3895,"n"
"village","Kagera","Ngara","Bugarama","Mumiramira",5540,"n"
"village","Kagera","Ngara","Bugarama","Nyarulama",6087,"n"
"village","Kagera","Ngara","Bugarama","Kihinga",7798,"n"
"ward","Kagera","Ngara","Bukiriro","",19875,"y"
"village","Kagera","Ngara","Bukiriro","Mumuhamba",6346,"n"
"village","Kagera","Ngara","Bukiriro","Murulama",6040,"n"
"village","Kagera","Ngara","Bukiriro","Bukiriro",4353,"n"
"village","Kagera","Ngara","Bukiriro","Nyabihanga",3136,"n"
"ward","Kagera","Ngara","Kabanga","",22010,"y"
"village","Kagera","Ngara","Kabanga","Nyabisindu",2810,"n"
"village","Kagera","Ngara","Kabanga","Djururigwa",2516,"n"
"village","Kagera","Ngara","Kabanga","Ibuga",3522,"n"
"village","Kagera","Ngara","Kabanga","Murukukumbo",4476,"n"
"village","Kagera","Ngara","Kabanga","Kabanga",5336,"n"
"village","Kagera","Ngara","Kabanga","Ngundusi",3350,"n"
"ward","Kagera","Ngara","Mabawe","",12823,"y"
"village","Kagera","Ngara","Mabawe","Murugina",3162,"n"
"village","Kagera","Ngara","Mabawe","Mukaliza",1786,"n"
"village","Kagera","Ngara","Mabawe","Kumwuzuza",2290,"n"
"village","Kagera","Ngara","Mabawe","Muhweza",2749,"n"
"village","Kagera","Ngara","Mabawe","Murugarama",2836,"n"
"ward","Kagera","Ngara","Kanazi","",17937,"y"
"village","Kagera","Ngara","Kanazi","Mukirehe",1895,"n"
"village","Kagera","Ngara","Kanazi","Kabalenzi",2192,"n"
"village","Kagera","Ngara","Kanazi","Kanazi",5032,"n"
"village","Kagera","Ngara","Kanazi","Katerere",2726,"n"
"village","Kagera","Ngara","Kanazi","Mukibogoye",2902,"n"
"village","Kagera","Ngara","Kanazi","Mukarehe",3190,"n"
"ward","Kagera","Ngara","Mugoma","",13493,"y"
"village","Kagera","Ngara","Mugoma","Mukikomero",1395,"n"
"village","Kagera","Ngara","Mugoma","Mugoma",3110,"n"
"village","Kagera","Ngara","Mugoma","Mubuhenge",2566,"n"
"village","Kagera","Ngara","Mugoma","Shanga",3191,"n"
"village","Kagera","Ngara","Mugoma","Muruvyagila",3231,"n"
"ward","Kagera","Ngara","Kirushya","",10628,"y"
"village","Kagera","Ngara","Kirushya","Kasange",2342,"n"
"village","Kagera","Ngara","Kirushya","Kirushya",2783,"n"
"village","Kagera","Ngara","Kirushya","Murutabo",1972,"n"
"village","Kagera","Ngara","Kirushya","Mwivuza",3531,"n"
"ward","Kagera","Ngara","Ntobeye","",15758,"y"
"village","Kagera","Ngara","Ntobeye","Ntobeye",5805,"n"
"village","Kagera","Ngara","Ntobeye","Runzenze",4016,"n"
"village","Kagera","Ngara","Ntobeye","Kigina",5937,"n"
"village","Kagera","Ngara","Ntobeye","Bukoba Municipal Council",128796,"n"
"village","Kagera","Ngara","Ntobeye","Kyaya",2225,"n"
"village","Kagera","Ngara","Ntobeye","Rwazi",1356,"n"
"ward","Kagera","Ngara","Kashai","",30791,"n"
"village","Kagera","Ngara","Kashai","Kilimahewa",2428,"n"
"village","Kagera","Ngara","Kashai","Kashenye",3913,"n"
"village","Kagera","Ngara","Kashai","Kisindi",2200,"n"
"village","Kagera","Ngara","Kashai","Rwome",3216,"n"
"village","Kagera","Ngara","Kashai","Katatolwanso",3475,"n"
"village","Kagera","Ngara","Kashai","Mafumbo",3321,"n"
"village","Kagera","Ngara","Kashai","Matopeni",4048,"n"
"village","Kagera","Ngara","Kashai","Kashai Halisi",5837,"n"
"village","Kagera","Ngara","Kashai","National Housing Kashai",2353,"n"
"ward","Kagera","Ngara","Miembeni","",6543,"n"
"village","Kagera","Ngara","Miembeni","Pepsi",1275,"n"
"village","Kagera","Ngara","Miembeni","Nyamukazi",1482,"n"
"village","Kagera","Ngara","Miembeni","Pwani",1457,"n"
"village","Kagera","Ngara","Miembeni","Jamhuri",1764,"n"
"village","Kagera","Ngara","Miembeni","Msira",565,"n"
"ward","Kagera","Ngara","Bilele","",5405,"n"
"village","Kagera","Ngara","Bilele","Omukigusha",1849,"n"
"village","Kagera","Ngara","Bilele","Zamzam",431,"n"
"village","Kagera","Ngara","Bilele","Jamhuri",430,"n"
"village","Kagera","Ngara","Bilele","Uhuru",2695,"n"
"ward","Kagera","Ngara","Bakoba","",17474,"n"
"village","Kagera","Ngara","Bakoba","Nyakanyasi",4796,"n"
"village","Kagera","Ngara","Bakoba","Mtoni",2646,"n"
"village","Kagera","Ngara","Bakoba","Buyekera",4013,"n"
"village","Kagera","Ngara","Bakoba","Forodhani",1913,"n"
"village","Kagera","Ngara","Bakoba","Kafuji",4106,"n"
"ward","Kagera","Ngara","Ijuganyondo","",2591,"n"
"village","Kagera","Ngara","Ijuganyondo","Kabalekangaiza",797,"n"
"village","Kagera","Ngara","Ijuganyondo","Ijuganyondo A",896,"n"
"village","Kagera","Ngara","Ijuganyondo","Ijuganyondo B",898,"n"
"ward","Kagera","Ngara","Kitendaguro","",5672,"n"
"village","Kagera","Ngara","Kitendaguro","Kagemu",732,"n"
"village","Kagera","Ngara","Kitendaguro","Kalelabana",543,"n"
"village","Kagera","Ngara","Kitendaguro","Kanazi",775,"n"
"village","Kagera","Ngara","Kitendaguro","Kyamuhumula",725,"n"
"village","Kagera","Ngara","Kitendaguro","Kagaze",482,"n"
"village","Kagera","Ngara","Kitendaguro","Busimbe A",883,"n"
"village","Kagera","Ngara","Kitendaguro","Busimbe B",683,"n"
"village","Kagera","Ngara","Kitendaguro","Bugambakamoi",849,"n"
"district","Kagera","Missenyi","","",202632,"n"
"ward","Kagera","Missenyi","Minziro","",9951,"y"
"village","Kagera","Missenyi","Minziro","Kigazi",4162,"n"
"village","Kagera","Missenyi","Minziro","Minziro",3533,"n"
"village","Kagera","Missenyi","Minziro","Karagala",2256,"n"
"ward","Kagera","Missenyi","Ruzinga","",3293,"y"
"village","Kagera","Missenyi","Ruzinga","Ruhija",1779,"n"
"village","Kagera","Missenyi","Ruzinga","Mugongo",1514,"n"
"ward","Kagera","Missenyi","Kashenye","",5657,"y"
"village","Kagera","Missenyi","Kashenye","Bukwali",2051,"n"
"village","Kagera","Missenyi","Kashenye","Kashenye",2252,"n"
"village","Kagera","Missenyi","Kashenye","Bushago",1354,"n"
"ward","Kagera","Missenyi","Kanyigo","",10168,"y"
"village","Kagera","Missenyi","Kanyigo","Kigarama",2849,"n"
"village","Kagera","Missenyi","Kanyigo","Bweyunge",2262,"n"
"village","Kagera","Missenyi","Kanyigo","Kikukwe",2722,"n"
"village","Kagera","Missenyi","Kanyigo","Bugombe",2335,"n"
"ward","Kagera","Missenyi","Ishunju","",3479,"y"
"village","Kagera","Missenyi","Ishunju","Ishunju",1767,"n"
"village","Kagera","Missenyi","Ishunju","Kyelima",1712,"n"
"ward","Kagera","Missenyi","Buyango","",8878,"y"
"village","Kagera","Missenyi","Buyango","Kakono",2928,"n"
"village","Kagera","Missenyi","Buyango","Rutunga",1475,"n"
"village","Kagera","Missenyi","Buyango","Rwamachu",1446,"n"
"village","Kagera","Missenyi","Buyango","Rushasha",1097,"n"
"village","Kagera","Missenyi","Buyango","Kishojo",1932,"n"
"ward","Kagera","Missenyi","Bwanjai","",8298,"y"
"village","Kagera","Missenyi","Bwanjai","Bukabuye",1450,"n"
"village","Kagera","Missenyi","Bwanjai","Nyabihokwe",794,"n"
"village","Kagera","Missenyi","Bwanjai","Buhekera",1300,"n"
"village","Kagera","Missenyi","Bwanjai","Buhanga Ruti",1471,"n"
"village","Kagera","Missenyi","Bwanjai","Rwamashonga",1675,"n"
"village","Kagera","Missenyi","Bwanjai","Kantare",1608,"n"
"ward","Kagera","Missenyi","Ishozi","",7194,"y"
"village","Kagera","Missenyi","Ishozi","Kabyaile",1760,"n"
"village","Kagera","Missenyi","Ishozi","Katano",1019,"n"
"village","Kagera","Missenyi","Ishozi","Nyarugongo",1899,"n"
"village","Kagera","Missenyi","Ishozi","Luhano",1275,"n"
"village","Kagera","Missenyi","Ishozi","Katolerwa",1241,"n"
"ward","Kagera","Missenyi","Gera","",4831,"y"
"village","Kagera","Missenyi","Gera","Kashekya",1019,"n"
"village","Kagera","Missenyi","Gera","Kataale",1291,"n"
"village","Kagera","Missenyi","Gera","Kashambya",1002,"n"
"village","Kagera","Missenyi","Gera","Kashaka",1519,"n"
"ward","Kagera","Missenyi","Bugandika","",9444,"y"
"village","Kagera","Missenyi","Bugandika","Igurugati",1498,"n"
"village","Kagera","Missenyi","Bugandika","Kijumo",1459,"n"
"village","Kagera","Missenyi","Bugandika","Katendaguro",1008,"n"
"village","Kagera","Missenyi","Bugandika","Rukurungo",1874,"n"
"village","Kagera","Missenyi","Bugandika","Bwemera",1093,"n"
"village","Kagera","Missenyi","Bugandika","Bwoki",1201,"n"
"village","Kagera","Missenyi","Bugandika","Buturage",1311,"n"
"ward","Kagera","Missenyi","Kitobo","",7327,"y"
"village","Kagera","Missenyi","Kitobo","Kyazi",1380,"n"
"village","Kagera","Missenyi","Kitobo","Kitobo",1631,"n"
"village","Kagera","Missenyi","Kitobo","Kashasha",1271,"n"
"village","Kagera","Missenyi","Kitobo","Kijunja",1554,"n"
"village","Kagera","Missenyi","Kitobo","Mbale",1491,"n"
"ward","Kagera","Missenyi","Bugorora","",6905,"y"
"village","Kagera","Missenyi","Bugorora","Buchurago",2508,"n"
"village","Kagera","Missenyi","Bugorora","Bugorora",2276,"n"
"village","Kagera","Missenyi","Bugorora","Kabingo",2121,"n"
"ward","Kagera","Missenyi","Kyaka","",13190,"y"
"village","Kagera","Missenyi","Kyaka","Kyaka",3035,"n"
"village","Kagera","Missenyi","Kyaka","Bulifani",6460,"n"
"village","Kagera","Missenyi","Kyaka","Kashaba",3695,"n"
